,customer_id,time_browse,time_Order,cate_most_browse,cate_most_Follow,cate_most_SavedCart,cate_most_Order,month_buy,month_Cart,month_active,week_buy,week_Cart,week_active,last_browse,last_SavedCart,last_Order,interval_buy,browse_not_buy,cart_not_buy,buy_again
226,1326217,晚上,,Notebook,,,,,,,,,,51.0,,,,是,是,未购买
227,1213545,晚上,,Coat,,,,,,,,,,51.0,,,,是,是,未购买
228,1091518,中午,,Facial Moisturizer,,,,,,1.0,,,1.0,5.0,,,,是,是,未购买
229,953726,晚上,,"Bed,Phone",,,,,,,,,,46.0,,,,是,是,未购买
230,132031,上午,,Facial Essence,,,,,,1.0,,,1.0,26.0,,,,是,是,未购买
231,1085848,"下午,晚上",,"Coat,Phone",,,,,,,,,,48.0,,,,是,是,未购买
232,502430,上午,,Light,,,,,,1.0,,,1.0,25.0,,,,是,是,未购买
233,796831,"上午,中午",,Phone,,,,,,3.0,,,3.0,21.0,,,,是,是,未购买
234,1594293,晚上,,Football,,,,,,,,,,59.0,,,,是,是,未购买
235,1388697,晚上,,Candy,,,,,,1.0,,,1.0,10.0,,,,是,是,未购买
236,648715,下午,,Sweater,,Phone,,,1.0,2.0,,1.0,2.0,17.0,5.0,,,是,是,未购买
237,648552,"上午,下午",,"Coat,Digital Camera",,,,,,,,,,32.0,,,,是,是,未购买
238,829848,,下午,,,,Coat,,,,,,,,,72.0,,否,否,否
239,255529,晚上,,Lipstick,,,,,,1.0,,,1.0,17.0,,,,是,是,未购买
240,1131598,中午,,Tea,,,,,,,,,,34.0,,,,是,是,未购买
241,726468,下午,,Phone,,,,,,1.0,,,1.0,29.0,,,,是,是,未购买
242,1116103,,,,Phone,,,,,1.0,,,1.0,,,,,否,否,未购买
243,391579,下午,,Phone,,,,,,,,,,65.0,,,,是,是,未购买
244,796904,中午,,Coat,,,,,,1.0,,,1.0,25.0,,,,是,是,未购买
245,634604,凌晨,,Football,,,,,,,,,,50.0,,,,是,是,未购买
246,196034,中午,,Coat,,,,,,,,,,69.0,,,,是,是,未购买
247,711980,上午,,Phone,,,,,,,,,,68.0,,,,是,是,未购买
248,733169,晚上,,Phone,,,,,,,,,,68.0,,,,是,是,未购买
249,709601,凌晨,,Coat,,,,,,,,,,69.0,,,,是,是,未购买
250,514557,中午,,Tablet,,,,,,1.0,,,1.0,23.0,,,,是,是,未购买
251,414166,中午,,Phone,,,,,,,,,,73.0,,,,是,是,未购买
252,736148,晚上,,Phone,,,,,,,,,,68.0,,,,是,是,未购买
253,507189,凌晨,,Phone,,,,,,,,,,73.0,,,,是,是,未购买
254,468761,中午,,Phone,,,,,,,,,,68.0,,,,是,是,未购买
255,820470,中午,,Phone,,,,,,,,,,57.0,,,,是,是,未购买
256,1556750,下午,,Perfume,,,,,,,,,,44.0,,,,是,是,未购买
257,1514964,"上午,晚上",,Phone,,,,,,1.0,,,1.0,5.0,,,,是,是,未购买
258,148403,下午,,Jeans,,,,,,,,,,64.0,,,,是,是,未购买
259,1060275,"凌晨,中午,下午",,Phone,,,,,,3.0,,,3.0,17.0,,,,是,是,未购买
260,492318,晚上,,Potatio Chips,,,,,,,,,,32.0,,,,是,是,未购买
261,315622,"下午,晚上",,"Coffee,Cookie",,,,,,2.0,,,2.0,16.0,,,,是,是,未购买
262,544171,下午,,Coat,,,,,,,,,,68.0,,,,是,是,未购买
263,1371842,下午,,Phone,,,,,,,,,,58.0,,,,是,是,未购买
264,1600196,,,,Tea,,,,,,,,,,,,,否,否,未购买
265,459117,下午,,Necklace,,,,,,1.0,,,1.0,22.0,,,,是,是,未购买
266,239207,中午,,Football,,,,,,,,,,41.0,,,,是,是,未购买
267,951432,晚上,,Phone,,,,,,1.0,,,1.0,8.0,,,,是,是,未购买
268,459228,上午,,"Bed,Coat",,,,,,1.0,,,1.0,10.0,,,,是,是,未购买
269,720594,中午,,Coat,,,,,,,,,,66.0,,,,是,是,未购买
270,28955,下午,,Facial Mask,,,,,,1.0,,,1.0,12.0,,,,是,是,未购买
271,120497,下午,,Phone,,,,,,,,,,69.0,,,,是,是,未购买
272,1063360,晚上,,Perfume,,,,,,,,,,58.0,,,,是,是,未购买
273,1162478,晚上,,Phone,,,,,,,,,,64.0,,,,是,是,未购买
274,359127,"中午,晚上",,Football,,,,,,2.0,,,2.0,2.0,,,,是,是,未购买
275,284732,晚上,,"Digital Camera,Phone",,,,,,3.0,,,3.0,7.0,,,,是,是,未购买
276,143047,晚上,,Phone,,,,,,,,,,58.0,,,,是,是,未购买
277,785909,,,,,,,,,1.0,,,1.0,,,,,否,否,未购买
278,1382860,晚上,,Notebook,,,,,,1.0,,,1.0,6.0,,,,是,是,未购买
279,926322,中午,,Face Cream,,,,,,,,,,61.0,,,,是,是,未购买
280,1400323,下午,,Milk,,,,,,,,,,50.0,,,,是,是,未购买
281,749633,下午,,Sofa,,,,,,,,,,60.0,,,,是,是,未购买
282,1342017,中午,,Facial Essence,,,,,,1.0,,,1.0,30.0,,,,是,是,未购买
283,167056,,下午,,,,Washing Machine,,,,,,,,,49.0,,否,否,否
284,733873,下午,,Candy,,,,,,,,,,67.0,,,,是,是,未购买
285,379648,晚上,,Phone,,,,,,1.0,,,1.0,24.0,,,,是,是,未购买
286,719511,,,,,Milk Power,,,1.0,1.0,,1.0,1.0,,4.0,,,否,否,未购买
287,70048,"凌晨,晚上",,Phone,,,,,,3.0,,,3.0,6.0,,,,是,是,未购买
288,1565591,晚上,,Xbox,,,,,,,,,,42.0,,,,是,是,未购买
289,1414733,中午,,Phone,,,,,,,,,,38.0,,,,是,是,未购买
290,1038065,中午,,Coat,,,,,,1.0,,,1.0,9.0,,,,是,是,未购买
291,1060243,上午,,Coat,,,,,,,,,,43.0,,,,是,是,未购买
292,1159828,"凌晨,上午,中午,晚上",,Phone,,,,,,,,,,34.0,,,,是,是,未购买
293,866521,,,,,Face Cream,,,1.0,1.0,,1.0,1.0,,2.0,,,否,否,未购买
294,526043,,中午,,,,Air Conditioner,1.0,,1.0,,,1.0,,,21.0,,否,否,否
295,612417,下午,,Lipstick,Lipstick,,,,,,,,,37.0,,,,是,是,未购买
296,139202,下午,,Phone,,,,,,,,,,62.0,,,,是,是,未购买
297,664180,晚上,,Coat,,,,,,,,,,56.0,,,,是,是,未购买
298,173986,中午,,Phone,,,,,,1.0,,,1.0,22.0,,,,是,是,未购买
299,638004,中午,,Facial Essence,,,,,,,,,,39.0,,,,是,是,未购买
300,1273886,,,,Tablet,,,,,1.0,,,1.0,,,,,否,否,未购买
301,690046,下午,,Phone,,,,,,,,,,61.0,,,,是,是,未购买
302,1504235,下午,,Tea,,,,,,,,,,53.0,,,,是,是,未购买
303,467877,晚上,,Bed,,,,,,,,,,66.0,,,,是,是,未购买
304,1243617,晚上,,Rice Cooker,,,,,,,,,,31.0,,,,是,是,未购买
305,1177285,下午,,Facial Moisturizer,,,,,,1.0,,,1.0,9.0,,,,是,是,未购买
306,804172,下午,,Cookie,,,,,,,,,,65.0,,,,是,是,未购买
307,296005,下午,,Coat,,,,,,2.0,,,2.0,17.0,,,,是,是,未购买
308,140750,,晚上,,,,Sunscreen Cream,,,,,,,,,67.0,,否,否,否
309,1437513,"下午,晚上",,"Digital Camera,Perfume",,,,,,2.0,,,2.0,5.0,,,,是,是,未购买
310,431676,上午,,Television,,,,,,1.0,,,1.0,9.0,,,,是,是,未购买
311,1369372,中午,,Phone,,,,,,,,,,69.0,,,,是,是,未购买
312,1355630,,下午,,,,Badminton,1.0,,1.0,,,1.0,,,13.0,,否,否,否
313,313979,"下午,晚上",,Coat,,,,,,1.0,,,1.0,20.0,,,,是,是,未购买
314,359440,晚上,,Notebook,,,,,,1.0,,,1.0,30.0,,,,是,是,未购买
315,547331,"凌晨,下午",,Phone,,,,,,,,,,35.0,,,,是,是,未购买
316,399646,下午,,Coat,,,,,,,,,,39.0,,,,是,是,未购买
317,1053572,,晚上,,,,Refrigerator,,,,,,,,,51.0,,否,否,否
318,1490975,下午,,Foundation Make-up,,,,,,1.0,,,1.0,21.0,,,,是,是,未购买
319,1173499,晚上,,Phone,,,,,,,,,,57.0,,,,是,是,未购买
320,321709,下午,,Perfume,,,,,,,,,,70.0,,,,是,是,未购买
321,904061,"凌晨,上午,晚上",,Coat,,,,,,,,,,56.0,,,,是,是,未购买
322,1389603,晚上,,Phone,,,,,,1.0,,,1.0,27.0,,,,是,是,未购买
323,25873,上午,,Chocolate,,,,,,,,,,37.0,,,,是,是,未购买
324,301705,中午,,Phone,,,,,,,,,,59.0,,,,是,是,未购买
325,723271,上午,,Coat,,,,,,,,,,68.0,,,,是,是,未购买
